,DESTINATION_AIRPORT,AIRLINE,FLIGHT_COUNT_DESTINATION,AVERAGE_ARRIVAL_DELAY,parents_destination
1150,SHV,DL,270,-3.611111111111111,Airports
1151,SHV,EV,5121,8.239796914665105,Airports
1152,SHV,MQ,226,10.4070796460177,Airports
1153,SHV,OO,312,8.012820512820513,Airports
1154,SIT,AS,1213,2.013190436933223,Airports
1155,SIT,OO,112,3.142857142857143,Airports
1156,SJC,AA,2833,2.2770914225202965,Airports
1157,SJC,AS,4123,-0.851564394858113,Airports
1158,SJC,B6,476,1.319327731092437,Airports
1159,SJC,DL,1315,-0.26539923954372624,Airports
1160,SJC,HA,663,3.321266968325792,Airports
1161,SJC,OO,5505,3.774205267938238,Airports
1162,SJC,UA,1046,6.0630975143403445,Airports
1163,SJC,US,788,0.9124365482233503,Airports
1164,SJC,WN,20988,5.979226224509244,Airports
1165,SJT,EV,144,15.229166666666666,Airports
1166,SJT,MQ,1409,2.2405961674946773,Airports
1167,SJU,AA,4670,9.505353319057816,Airports
1168,SJU,B6,10238,6.934557530767728,Airports
1169,SJU,DL,3007,0.7043565014965082,Airports
1170,SJU,NK,546,12.260073260073261,Airports
1171,SJU,UA,1861,8.92853304674906,Airports
1172,SJU,US,1029,9.14382896015549,Airports
1173,SJU,WN,3096,5.80749354005168,Airports
1174,SLC,AA,2977,3.9261001007725898,Airports
1175,SLC,AS,2076,-4.013969171483622,Airports
1176,SLC,B6,1371,6.469000729394603,Airports
1177,SLC,DL,33197,-1.0088562219477664,Airports
1178,SLC,EV,57,14.631578947368421,Airports
1179,SLC,F9,1276,12.616771159874608,Airports
1180,SLC,MQ,67,0.8507462686567164,Airports
1181,SLC,OO,44089,-0.6443330535961351,Airports
1182,SLC,UA,1407,4.3361762615493955,Airports
1183,SLC,US,1244,2.862540192926045,Airports
1184,SLC,WN,8796,6.956343792633015,Airports
1185,SMF,AA,2165,2.5053117782909933,Airports
1186,SMF,AS,2100,1.0847619047619048,Airports
1187,SMF,B6,981,4.553516819571866,Airports
1188,SMF,DL,1841,-1.0010863661053775,Airports
1189,SMF,HA,332,7.3102409638554215,Airports
1190,SMF,OO,5962,6.083864475008387,Airports
1191,SMF,UA,2219,10.061739522307345,Airports
1192,SMF,US,988,2.9919028340080973,Airports
1193,SMF,WN,20267,6.244239403957172,Airports
1194,SMX,OO,652,0.6426380368098159,Airports
1195,SNA,AA,4875,0.9394871794871795,Airports
1196,SNA,AS,3264,-0.8011642156862745,Airports
1197,SNA,DL,2531,-5.874357961280126,Airports
1198,SNA,F9,763,1.6788990825688073,Airports
1199,SNA,OO,2519,4.265581579992061,Airports
1200,SNA,UA,4967,2.246225085564727,Airports
1201,SNA,US,766,2.968668407310705,Airports
1202,SNA,WN,17038,2.676546543021481,Airports
1203,SPI,EV,331,4.954682779456193,Airports
1204,SPI,MQ,234,11.97008547008547,Airports
1205,SPI,OO,956,9.24163179916318,Airports
1206,SPS,EV,248,11.19758064516129,Airports
1207,SPS,MQ,922,3.2668112798264644,Airports
1208,SRQ,B6,831,6.808664259927798,Airports
1209,SRQ,DL,2096,0.34064885496183206,Airports
1210,SRQ,UA,409,4.8679706601467,Airports
1211,STC,OO,77,23.025974025974026,Airports
1212,STL,AA,5832,4.671296296296297,Airports
1213,STL,AS,399,1.8145363408521302,Airports
1214,STL,DL,4630,0.026997840172786176,Airports
1215,STL,EV,3047,3.531998687233344,Airports
1216,STL,F9,870,17.20344827586207,Airports
1217,STL,MQ,1227,11.52078239608802,Airports
1218,STL,OO,1498,7.923898531375167,Airports
1219,STL,UA,300,14.756666666666666,Airports
1220,STL,US,1078,2.663265306122449,Airports
1221,STL,WN,27392,3.9218019859813085,Airports
1222,STT,AA,1387,13.715933669790916,Airports
1223,STT,B6,862,1.24245939675174,Airports
1224,STT,DL,933,-2.307609860664523,Airports
1225,STT,NK,307,10.95114006514658,Airports
1226,STT,UA,455,0.9186813186813186,Airports
1227,STT,US,362,6.4502762430939224,Airports
1228,STX,AA,542,6.804428044280443,Airports
1229,STX,B6,333,6.345345345345345,Airports
1230,STX,DL,37,2.4864864864864864,Airports
1231,STX,US,21,10.238095238095237,Airports
1232,SUN,OO,854,3.3208430913348947,Airports
1233,SUX,MQ,591,4.587140439932318,Airports
1234,SWF,B6,661,6.662632375189108,Airports
1235,SWF,EV,19,22.105263157894736,Airports
1236,SYR,AA,271,7.874538745387454,Airports
1237,SYR,B6,1315,11.426615969581748,Airports
1238,SYR,DL,1144,0.6005244755244755,Airports
1239,SYR,EV,1230,4.108130081300813,Airports
1240,SYR,MQ,1079,6.961075069508804,Airports
1241,SYR,OO,118,15.957627118644067,Airports
1242,SYR,US,318,7.009433962264151,Airports
1243,TLH,DL,1235,-0.8550607287449393,Airports
1244,TLH,EV,1208,10.71274834437086,Airports
1245,TLH,MQ,706,7.1784702549575075,Airports
1246,TOL,MQ,901,0.18867924528301888,Airports
1247,TPA,AA,8132,5.4738071815051645,Airports
1248,TPA,AS,334,-7.937125748502994,Airports
1249,TPA,B6,5414,5.209272257111193,Airports
1250,TPA,DL,10324,1.8891902363425028,Airports
1251,TPA,EV,1,-10.0,Airports
1252,TPA,F9,1527,15.396856581532417,Airports
1253,TPA,NK,2573,17.071123202487367,Airports
1254,TPA,UA,5790,9.091364421416236,Airports
1255,TPA,US,3513,3.0344434955878166,Airports
1256,TPA,WN,25549,3.2034521899095854,Airports
1257,TRI,DL,476,-2.258403361344538,Airports
1258,TRI,EV,1436,3.5055710306406684,Airports
1259,TTN,F9,2761,17.43390076059399,Airports
1260,TUL,AA,2283,7.650021901007446,Airports
1261,TUL,DL,1037,-3.880424300867888,Airports
1262,TUL,EV,3340,5.128443113772455,Airports
1263,TUL,MQ,1387,4.303532804614275,Airports
1264,TUL,OO,1491,9.126760563380282,Airports
1265,TUL,UA,151,3.986754966887417,Airports
1266,TUL,WN,4059,9.837644740083764,Airports
1267,TUS,AA,2725,5.296880733944954,Airports
1268,TUS,AS,347,-1.0864553314121037,Airports
1269,TUS,DL,793,-4.069356872635561,Airports
1270,TUS,EV,524,0.7118320610687023,Airports
1271,TUS,OO,6335,7.066456195737964,Airports
1272,TUS,UA,53,-1.9056603773584906,Airports
1273,TUS,US,3,21.0,Airports
1274,TUS,WN,4176,8.323036398467433,Airports
1275,TVC,DL,425,-2.967058823529412,Airports
1276,TVC,EV,853,5.773739742086753,Airports
1277,TVC,MQ,1047,1.4613180515759312,Airports
1278,TVC,OO,341,5.231671554252199,Airports
1279,TWF,OO,806,3.606699751861042,Airports
1280,TXK,EV,442,3.3981900452488687,Airports
1281,TXK,MQ,473,6.044397463002114,Airports
1282,TYR,EV,1638,6.454822954822955,Airports
1283,TYR,MQ,561,10.172905525846703,Airports
1284,TYS,DL,931,-1.77765843179377,Airports
1285,TYS,EV,4816,13.073504983388704,Airports
1286,TYS,F9,103,6.757281553398058,Airports
1287,TYS,MQ,841,9.292508917954816,Airports
1288,TYS,OO,73,27.027397260273972,Airports
1289,UST,F9,146,1.9315068493150684,Airports
1290,VEL,OO,197,-13.761421319796954,Airports
1291,VLD,EV,921,6.947882736156352,Airports
1292,VPS,DL,1750,0.7937142857142857,Airports
1293,VPS,EV,2458,9.276647681041498,Airports
1294,VPS,MQ,471,10.723991507430998,Airports
1295,VPS,OO,64,14.359375,Airports
1296,WRG,AS,652,5.375766871165644,Airports
1297,WYS,OO,207,4.193236714975845,Airports
1298,XNA,AA,18,-8.055555555555555,Airports
1299,XNA,DL,538,-0.10408921933085502,Airports
1300,XNA,EV,2926,6.778879015721121,Airports
1301,XNA,MQ,4255,12.202115158636898,Airports
1302,XNA,OO,1249,5.822257806244996,Airports
1303,YAK,AS,652,0.37116564417177916,Airports
1304,YUM,OO,1856,3.2591594827586206,Airports
1305,nan,,0,,Airports
1306,Airports,,0,0.0,Airports
