,AIRLINE,ARRIVAL_DELAY
2719,DL,-12.0
2720,DL,-19.0
2721,DL,-7.0
2722,B6,-35.0
2723,EV,-5.0
2724,F9,-9.0
2725,F9,-15.0
2726,MQ,-20.0
2727,MQ,26.0
2728,OO,5.0
2729,OO,10.0
2730,OO,29.0
2731,OO,-22.0
2732,OO,18.0
2733,AS,4.0
2734,MQ,-8.0
2735,MQ,-2.0
2736,UA,-8.0
2737,DL,-8.0
2738,EV,4.0
2739,HA,-1.0
2740,DL,-15.0
2741,NK,85.0
2742,MQ,-8.0
2743,OO,24.0
2744,OO,1.0
2745,US,-16.0
2746,UA,-5.0
2747,WN,-4.0
2748,WN,-7.0
2749,WN,-16.0
2750,WN,-22.0
2751,WN,-5.0
2752,WN,-22.0
2753,WN,10.0
2754,WN,-2.0
2755,WN,39.0
2756,WN,-18.0
2757,WN,-8.0
2758,WN,-6.0
2759,WN,7.0
2760,UA,14.0
2761,US,-7.0
2762,US,3.0
2763,US,-7.0
2764,AA,-5.0
2765,AA,-12.0
2766,AA,-9.0
2767,AA,-14.0
2768,AS,6.0
2769,AS,9.0
2770,B6,-11.0
2771,DL,-20.0
2772,DL,11.0
2773,B6,1.0
2774,B6,-25.0
2775,HA,-18.0
2776,HA,-17.0
2777,MQ,-8.0
2778,MQ,29.0
2779,NK,11.0
2780,EV,-24.0
2781,UA,-14.0
2782,HA,-6.0
2783,B6,0.0
2784,DL,-16.0
2785,DL,-19.0
2786,F9,-11.0
2787,UA,-6.0
2788,B6,163.0
2789,EV,-11.0
2790,OO,-6.0
2791,OO,-6.0
2792,OO,-11.0
2793,UA,-10.0
2794,AA,-6.0
2795,B6,-16.0
2796,DL,-17.0
2797,EV,-4.0
2798,MQ,-6.0
2799,OO,1.0
2800,OO,-25.0
2801,US,-28.0
2802,US,2.0
2803,US,-15.0
2804,US,-10.0
2805,US,1.0
2806,US,14.0
2807,US,5.0
2808,US,-14.0
2809,US,2.0
2810,US,-8.0
2811,US,-17.0
2812,UA,-14.0
2813,WN,12.0
2814,WN,-7.0
2815,WN,-6.0
2816,WN,-2.0
2817,WN,-16.0
2818,WN,2.0
2819,WN,-10.0
2820,WN,-5.0
2821,WN,-6.0
2822,WN,-10.0
2823,UA,-8.0
2824,US,-1.0
2825,US,-23.0
2826,AA,-16.0
2827,AA,-14.0
2828,AA,32.0
2829,AA,-9.0
2830,AA,23.0
2831,AA,11.0
2832,AS,-10.0
2833,AS,2.0
2834,B6,-7.0
2835,B6,-2.0
2836,B6,-7.0
2837,B6,-3.0
2838,DL,-7.0
2839,DL,-9.0
2840,DL,0.0
2841,DL,-15.0
2842,DL,-26.0
2843,DL,-5.0
2844,DL,3.0
2845,DL,-4.0
2846,EV,-6.0
2847,F9,0.0
2848,MQ,-4.0
2849,NK,13.0
2850,OO,40.0
2851,OO,-4.0
2852,OO,9.0
2853,OO,-16.0
2854,OO,1.0
2855,OO,50.0
2856,OO,-1.0
2857,OO,-3.0
2858,B6,-30.0
2859,DL,-21.0
2860,EV,-8.0
2861,HA,28.0
2862,AS,-5.0
2863,B6,29.0
2864,EV,-17.0
2865,NK,3.0
2866,OO,-11.0
2867,DL,-29.0
2868,DL,-25.0
2869,B6,17.0
2870,US,-29.0
2871,US,7.0
2872,US,-37.0
2873,US,-12.0
2874,US,2.0
2875,US,-10.0
2876,US,-5.0
2877,UA,-15.0
2878,VX,-9.0
2879,WN,-4.0
2880,WN,2.0
2881,WN,-26.0
2882,WN,-8.0
2883,WN,-14.0
2884,WN,-14.0
2885,WN,-5.0
2886,WN,2.0
2887,WN,-9.0
2888,WN,-11.0
2889,WN,-9.0
2890,UA,-15.0
2891,UA,-7.0
2892,US,-21.0
2893,AA,-4.0
2894,AA,30.0
2895,AA,-8.0
2896,AA,-7.0
2897,AS,-21.0
2898,AS,-29.0
2899,AS,-6.0
2900,B6,3.0
2901,DL,-9.0
2902,DL,1.0
2903,DL,-8.0
2904,DL,-2.0
2905,DL,-13.0
2906,DL,-21.0
2907,DL,4.0
2908,DL,-5.0
2909,DL,-5.0
2910,EV,-12.0
2911,EV,-19.0
2912,EV,-2.0
2913,EV,-17.0
2914,F9,3.0
2915,MQ,-20.0
2916,MQ,181.0
2917,MQ,48.0
2918,OO,-19.0
2919,OO,-23.0
2920,OO,-29.0
2921,OO,-16.0
2922,OO,26.0
2923,OO,8.0
2924,OO,-5.0
2925,OO,-1.0
2926,OO,1.0
2927,DL,-14.0
2928,EV,16.0
2929,US,-13.0
2930,UA,506.0
2931,DL,-11.0
2932,UA,12.0
2933,UA,-11.0
2934,UA,-5.0
2935,US,-23.0
2936,EV,-19.0
2937,OO,42.0
2938,UA,-13.0
2939,UA,3.0
2940,EV,-22.0
2941,US,69.0
2942,US,-19.0
2943,US,-11.0
2944,US,5.0
2945,US,-11.0
2946,US,23.0
2947,VX,-2.0
2948,WN,-6.0
2949,WN,-16.0
2950,WN,-14.0
2951,WN,-4.0
2952,WN,23.0
2953,WN,-16.0
2954,WN,16.0
2955,WN,-14.0
2956,WN,-14.0
2957,WN,-3.0
2958,WN,-9.0
2959,WN,-5.0
2960,WN,22.0
2961,WN,-6.0
2962,WN,-6.0
2963,WN,0.0
2964,WN,51.0
2965,US,-28.0
2966,US,-24.0
2967,AA,-24.0
2968,AA,6.0
2969,AA,16.0
2970,AA,89.0
2971,AA,0.0
2972,AA,3.0
2973,AA,-10.0
2974,AA,-7.0
2975,AS,-12.0
2976,AS,-4.0
2977,AS,-13.0
2978,AS,-3.0
2979,AA,-2.0
2980,B6,18.0
2981,B6,3.0
2982,DL,-29.0
2983,DL,-18.0
2984,DL,-7.0
2985,DL,-1.0
2986,DL,14.0
2987,EV,-13.0
2988,EV,-12.0
2989,EV,100.0
2990,HA,21.0
2991,HA,186.0
2992,MQ,2.0
2993,MQ,-1.0
2994,MQ,-4.0
2995,MQ,-16.0
2996,MQ,2.0
2997,MQ,14.0
2998,NK,12.0
2999,OO,-1.0
3000,OO,-2.0
3001,OO,14.0
3002,OO,10.0
3003,OO,15.0
3004,DL,4.0
3005,B6,-1.0
3006,EV,-9.0
3007,OO,-12.0
3008,UA,1.0
3009,UA,-7.0
3010,B6,-1.0
3011,EV,-9.0
3012,OO,5.0
3013,EV,-17.0
3014,US,33.0
3015,OO,9.0
3016,OO,-13.0
3017,OO,121.0
3018,UA,35.0
3019,US,-1.0
3020,UA,16.0
3021,UA,-10.0
3022,OO,11.0
3023,WN,-5.0
3024,WN,2.0
3025,WN,-10.0
3026,WN,10.0
3027,WN,-15.0
3028,WN,-8.0
3029,WN,292.0
3030,WN,-15.0
3031,WN,1.0
3032,WN,25.0
3033,WN,-24.0
3034,WN,6.0
3035,WN,-25.0
3036,WN,-11.0
3037,WN,-5.0
3038,WN,34.0
3039,UA,-7.0
3040,UA,310.0
3041,UA,-22.0
3042,US,12.0
3043,US,-11.0
3044,US,-9.0
3045,US,22.0
3046,AA,-4.0
3047,AA,-13.0
3048,AA,16.0
3049,AS,2.0
3050,AS,5.0
3051,AS,-10.0
3052,B6,11.0
3053,B6,-13.0
3054,DL,28.0
3055,DL,-7.0
3056,DL,-22.0
3057,EV,-8.0
3058,EV,1.0
3059,EV,-2.0
3060,EV,59.0
3061,MQ,-11.0
3062,MQ,-4.0
3063,MQ,-6.0
3064,OO,-8.0
3065,OO,10.0
3066,OO,-9.0
3067,OO,5.0
3068,OO,-8.0
3069,UA,-19.0
3070,B6,0.0
3071,EV,-19.0
3072,EV,-16.0
3073,HA,-8.0
3074,UA,9.0
3075,UA,91.0
3076,UA,11.0
3077,B6,0.0
3078,OO,0.0
3079,UA,-12.0
3080,US,-19.0
3081,US,-9.0
3082,B6,5.0
3083,EV,-2.0
3084,OO,33.0
3085,US,-23.0
3086,US,30.0
3087,US,8.0
3088,US,-20.0
3089,US,-13.0
3090,US,-27.0
3091,US,-37.0
3092,US,2.0
3093,DL,-23.0
3094,B6,17.0
3095,EV,-2.0
3096,MQ,-20.0
3097,OO,-7.0
3098,OO,-3.0
3099,UA,-10.0
3100,UA,-34.0
3101,UA,-10.0
3102,US,-1.0
3103,US,-16.0
3104,US,-16.0
3105,UA,87.0
3106,UA,-1.0
3107,VX,6.0
3108,VX,0.0
3109,WN,-6.0
3110,WN,-5.0
3111,WN,7.0
3112,WN,-7.0
3113,WN,17.0
3114,WN,-5.0
3115,WN,2.0
3116,WN,7.0
3117,WN,3.0
3118,WN,-13.0
3119,WN,-13.0
3120,WN,7.0
3121,WN,2.0
3122,WN,-1.0
3123,UA,-4.0
3124,UA,-16.0
3125,UA,-1.0
3126,US,-6.0
3127,US,-12.0
3128,US,-10.0
3129,AA,8.0
3130,AA,5.0
3131,AA,0.0
3132,AA,-17.0
3133,AA,-7.0
3134,AA,0.0
3135,AS,-3.0
3136,AS,-6.0
3137,AS,-16.0
3138,AS,-31.0
3139,B6,-11.0
3140,B6,7.0
3141,B6,44.0
3142,DL,-3.0
3143,DL,14.0
3144,DL,-14.0
3145,DL,11.0
3146,DL,-31.0
3147,DL,-29.0
3148,DL,-25.0
3149,DL,-12.0
3150,DL,-5.0
3151,DL,-40.0
3152,EV,8.0
3153,EV,-35.0
3154,EV,-17.0
3155,EV,-9.0
3156,EV,-19.0
3157,EV,11.0
3158,F9,40.0
3159,HA,10.0
3160,HA,0.0
3161,MQ,95.0
3162,MQ,4.0
3163,HA,9.0
3164,MQ,45.0
3165,MQ,45.0
3166,MQ,-6.0
3167,OO,25.0
3168,OO,9.0
3169,OO,-17.0
3170,OO,127.0
3171,OO,120.0
3172,OO,6.0
3173,OO,1.0
3174,OO,-16.0
3175,B6,-34.0
3176,DL,-5.0
3177,EV,-19.0
3178,DL,-12.0
3179,DL,-17.0
3180,OO,12.0
3181,UA,-5.0
3182,EV,21.0
3183,EV,16.0
3184,B6,1.0
3185,HA,-2.0
3186,HA,-6.0
3187,OO,33.0
3188,OO,5.0
3189,US,-9.0
3190,US,-2.0
3191,US,-20.0
3192,VX,-4.0
3193,WN,-11.0
3194,WN,-14.0
3195,WN,1.0
3196,WN,-11.0
3197,WN,33.0
3198,WN,-14.0
3199,WN,2.0
3200,WN,-14.0
3201,WN,0.0
3202,WN,11.0
3203,WN,7.0
3204,WN,21.0
3205,WN,-1.0
3206,WN,-9.0
3207,WN,-8.0
3208,WN,-8.0
3209,WN,2.0
3210,UA,-13.0
3211,UA,-16.0
3212,UA,-12.0
3213,US,-35.0
3214,US,14.0
3215,US,-22.0
3216,AA,-14.0
3217,AA,-20.0
3218,AA,37.0
3219,AA,336.0
3220,AA,12.0
3221,AA,-9.0
3222,AS,-15.0
3223,DL,-22.0
3224,DL,-16.0
3225,DL,-15.0
3226,DL,-18.0
3227,DL,-13.0
3228,DL,-15.0
3229,DL,-27.0
3230,EV,-23.0
3231,EV,11.0
3232,EV,-13.0
3233,F9,19.0
3234,OO,4.0
3235,OO,7.0
3236,OO,29.0
3237,OO,31.0
3238,OO,27.0
3239,DL,-16.0
3240,DL,-16.0
3241,DL,-8.0
3242,EV,3.0
3243,UA,20.0
3244,B6,-25.0
3245,DL,-22.0
3246,DL,-10.0
3247,EV,18.0
3248,OO,38.0
3249,OO,-15.0
3250,UA,-8.0
3251,B6,-4.0
3252,F9,40.0
3253,OO,-7.0
3254,US,-28.0
3255,US,-25.0
3256,UA,22.0
3257,VX,-16.0
3258,WN,-16.0
3259,WN,-7.0
3260,WN,-9.0
3261,WN,-21.0
3262,WN,-5.0
3263,WN,-6.0
3264,WN,-10.0
3265,WN,-2.0
3266,WN,-6.0
3267,WN,10.0
3268,WN,-11.0
3269,WN,2.0
3270,WN,-7.0
3271,WN,-3.0
3272,WN,-18.0
3273,WN,2.0
3274,WN,-10.0
3275,WN,21.0
3276,WN,8.0
3277,WN,-6.0
3278,WN,2.0
3279,WN,-3.0
3280,WN,-1.0
3281,WN,-5.0
3282,UA,-18.0
3283,UA,-27.0
3284,US,-21.0
3285,AA,-32.0
3286,AA,16.0
3287,AA,-15.0
3288,AS,-3.0
3289,AS,-17.0
3290,AS,-1.0
3291,AS,32.0
3292,AS,-12.0
3293,B6,-30.0
3294,B6,-19.0
3295,DL,-5.0
3296,DL,-1.0
3297,DL,-5.0
3298,EV,33.0
3299,EV,16.0
3300,EV,-11.0
3301,EV,-20.0
3302,EV,-9.0
3303,EV,-13.0
3304,F9,-5.0
3305,F9,-8.0
3306,F9,-14.0
3307,MQ,-12.0
3308,MQ,-1.0
3309,OO,-1.0
3310,OO,-18.0
3311,OO,-2.0
3312,OO,76.0
3313,OO,65.0
3314,OO,-6.0
3315,OO,-14.0
3316,EV,3.0
3317,HA,-3.0
3318,EV,-19.0
3319,F9,-10.0
3320,B6,-18.0
3321,EV,-4.0
3322,OO,-15.0
3323,EV,-8.0
3324,OO,2.0
3325,UA,-3.0
3326,US,0.0
3327,US,-6.0
3328,UA,-6.0
3329,UA,-4.0
3330,VX,-1.0
3331,WN,15.0
3332,WN,-15.0
3333,WN,-19.0
3334,WN,-8.0
3335,WN,-8.0
3336,WN,-5.0
3337,WN,13.0
3338,WN,-10.0
3339,WN,-33.0
3340,WN,15.0
3341,WN,-14.0
3342,WN,-3.0
3343,WN,5.0
3344,WN,-13.0
3345,WN,-12.0
3346,WN,-9.0
3347,WN,10.0
3348,WN,7.0
3349,WN,7.0
3350,WN,8.0
3351,WN,-7.0
3352,WN,-3.0
3353,WN,-17.0
3354,UA,-1.0
3355,US,-15.0
3356,US,-10.0
3357,AA,19.0
3358,AA,7.0
3359,AA,-40.0
3360,AA,2.0
3361,AA,51.0
3362,AA,-12.0
3363,AS,0.0
3364,AS,7.0
3365,B6,-12.0
3366,B6,-21.0
3367,B6,2.0
3368,DL,-8.0
3369,DL,0.0
3370,DL,-19.0
3371,DL,4.0
3372,DL,-21.0
3373,DL,-18.0
3374,DL,-11.0
3375,DL,-4.0
3376,EV,6.0
3377,EV,-3.0
3378,EV,-22.0
3379,EV,-2.0
3380,EV,-19.0
3381,EV,-1.0
3382,EV,-6.0
3383,F9,-2.0
3384,F9,-1.0
3385,F9,3.0
3386,HA,-5.0
3387,MQ,24.0
3388,MQ,-13.0
3389,MQ,-9.0
3390,MQ,11.0
3391,MQ,3.0
3392,NK,-5.0
3393,OO,-23.0
3394,EV,-17.0
3395,OO,20.0
3396,OO,-17.0
3397,OO,-5.0
3398,UA,-2.0
3399,DL,-12.0
3400,NK,21.0
3401,NK,20.0
3402,OO,3.0
3403,OO,-9.0
3404,OO,39.0
3405,UA,-14.0
3406,B6,11.0
3407,DL,-14.0
3408,EV,28.0
3409,EV,-6.0
3410,OO,38.0
3411,UA,-3.0
3412,B6,-24.0
3413,EV,-37.0
3414,EV,18.0
3415,NK,6.0
3416,OO,-18.0
3417,OO,4.0
3418,B6,99.0
3419,EV,-10.0
3420,OO,-7.0
3421,UA,-12.0
3422,US,-5.0
3423,US,-8.0
3424,US,4.0
3425,US,7.0
3426,US,12.0
3427,WN,27.0
3428,WN,-19.0
3429,WN,-10.0
3430,WN,2.0
3431,WN,0.0
3432,WN,14.0
3433,WN,-6.0
3434,WN,7.0
3435,WN,6.0
3436,WN,-7.0
3437,WN,-2.0
3438,WN,14.0
3439,WN,12.0
3440,WN,65.0
3441,WN,7.0
3442,WN,-15.0
3443,WN,-13.0
3444,WN,1.0
3445,WN,0.0
3446,UA,-13.0
3447,UA,-6.0
3448,AA,-9.0
3449,AA,5.0
3450,AA,41.0
3451,AS,-3.0
3452,AS,-1.0
3453,AS,9.0
3454,AA,-22.0
3455,DL,-3.0
3456,AA,5.0
3457,AA,-19.0
3458,DL,-8.0
3459,DL,-13.0
3460,EV,-21.0
3461,EV,-16.0
3462,EV,-8.0
3463,EV,3.0
3464,F9,-6.0
3465,MQ,23.0
3466,MQ,-10.0
3467,MQ,-3.0
3468,NK,6.0
3469,NK,-1.0
3470,OO,16.0
3471,OO,-9.0
3472,OO,-10.0
3473,B6,-16.0
3474,HA,-6.0
3475,OO,-4.0
3476,UA,-13.0
3477,EV,10.0
3478,EV,-8.0
3479,EV,-16.0
3480,EV,2.0
3481,NK,6.0
3482,EV,-6.0
3483,EV,-2.0
3484,UA,-23.0
3485,OO,33.0
3486,OO,-19.0
3487,US,-8.0
3488,US,-15.0
3489,WN,-2.0
3490,WN,-3.0
3491,WN,-7.0
3492,WN,-13.0
3493,WN,-11.0
3494,WN,7.0
3495,WN,-3.0
3496,WN,-14.0
3497,US,16.0
3498,AA,3.0
3499,AA,-11.0
3500,AA,-9.0
3501,AA,13.0
3502,AS,-18.0
3503,AS,0.0
3504,AS,-20.0
3505,AS,-16.0
3506,B6,-7.0
3507,DL,-20.0
3508,DL,-21.0
3509,EV,-14.0
3510,EV,-4.0
3511,EV,-19.0
3512,EV,-14.0
3513,F9,-1.0
3514,F9,12.0
3515,MQ,-7.0
3516,MQ,-16.0
3517,MQ,44.0
3518,MQ,-15.0
3519,EV,-14.0
3520,OO,77.0
3521,OO,-6.0
3522,OO,4.0
3523,OO,10.0
3524,OO,4.0
3525,UA,4.0
3526,UA,8.0
3527,B6,-5.0
3528,DL,-1.0
3529,EV,-9.0
3530,EV,0.0
3531,EV,3.0
3532,F9,-18.0
3533,OO,2.0
3534,UA,-13.0
3535,UA,-5.0
3536,UA,-4.0
3537,AA,27.0
3538,B6,-18.0
3539,EV,-16.0
3540,UA,10.0
3541,US,-7.0
3542,US,-4.0
3543,US,-20.0
3544,US,9.0
3545,UA,-9.0
3546,VX,-22.0
3547,VX,9.0
3548,WN,-10.0
3549,WN,9.0
3550,WN,-10.0
3551,WN,-9.0
3552,WN,-16.0
3553,WN,-5.0
3554,WN,1.0
3555,WN,1.0
3556,WN,43.0
3557,WN,-22.0
3558,WN,-4.0
3559,WN,-7.0
3560,WN,10.0
3561,WN,-11.0
3562,WN,-1.0
3563,WN,-9.0
3564,WN,0.0
3565,UA,-13.0
3566,UA,-8.0
3567,UA,-5.0
3568,UA,37.0
3569,UA,-13.0
3570,AA,7.0
3571,AA,-13.0
3572,AA,20.0
3573,AA,21.0
3574,AA,147.0
3575,AS,-18.0
3576,AS,-10.0
3577,AS,15.0
3578,B6,-3.0
3579,B6,-7.0
3580,DL,6.0
3581,DL,-24.0
3582,DL,-11.0
3583,DL,-17.0
3584,DL,-15.0
3585,DL,-18.0
3586,EV,16.0
3587,HA,9.0
3588,MQ,-15.0
3589,MQ,-9.0
3590,OO,-3.0
3591,OO,-10.0
3592,OO,67.0
3593,UA,-28.0
3594,UA,2.0
3595,DL,56.0
3596,EV,-8.0
3597,HA,-2.0
3598,DL,14.0
3599,DL,-12.0
3600,EV,5.0
3601,EV,39.0
3602,HA,59.0
3603,OO,-14.0
3604,UA,-34.0
3605,F9,-2.0
3606,VX,-3.0
3607,WN,-26.0
3608,WN,-3.0
3609,WN,-11.0
3610,WN,-18.0
3611,WN,32.0
3612,WN,-9.0
3613,WN,-8.0
3614,WN,1.0
3615,WN,122.0
3616,WN,12.0
3617,WN,-18.0
3618,WN,2.0
3619,WN,43.0
3620,WN,-12.0
3621,WN,-1.0
3622,WN,-4.0
3623,WN,-10.0
3624,WN,-3.0
3625,WN,-11.0
3626,WN,-11.0
3627,WN,8.0
3628,WN,-9.0
3629,UA,-4.0
3630,AA,32.0
3631,AA,-19.0
3632,AA,11.0
3633,AA,10.0
3634,AA,-29.0
3635,AA,5.0
3636,AS,-9.0
3637,B6,-10.0
3638,B6,-15.0
3639,DL,-7.0
3640,DL,1.0
3641,DL,-31.0
3642,DL,-46.0
3643,DL,-19.0
3644,EV,-12.0
3645,EV,-5.0
3646,F9,-3.0
3647,F9,-23.0
3648,F9,10.0
3649,F9,22.0
3650,MQ,12.0
3651,MQ,50.0
3652,MQ,-13.0
3653,OO,-8.0
3654,UA,-1.0
3655,EV,-2.0
3656,MQ,-16.0
3657,OO,7.0
3658,OO,-15.0
3659,EV,-24.0
3660,B6,5.0
3661,EV,-18.0
3662,NK,-11.0
3663,DL,-6.0
3664,US,-13.0
3665,VX,8.0
3666,WN,-7.0
3667,WN,-10.0
3668,WN,0.0
3669,WN,-6.0
3670,WN,-3.0
3671,WN,5.0
3672,WN,-11.0
3673,WN,-13.0
3674,WN,6.0
3675,WN,-2.0
3676,WN,-1.0
3677,WN,-9.0
3678,WN,6.0
3679,WN,-2.0
3680,WN,1.0
3681,WN,-22.0
3682,WN,0.0
3683,WN,2.0
3684,WN,-10.0
3685,WN,-4.0
3686,UA,9.0
3687,UA,1.0
3688,AA,-9.0
3689,AA,8.0
3690,AA,-15.0
3691,AS,4.0
3692,AS,-15.0
3693,AS,-17.0
3694,AS,-13.0
3695,B6,1.0
3696,DL,-17.0
3697,DL,1.0
3698,DL,-1.0
3699,DL,-25.0
3700,EV,1.0
3701,EV,-12.0
3702,MQ,0.0
3703,MQ,26.0
3704,MQ,-14.0
3705,MQ,-11.0
3706,OO,10.0
3707,OO,46.0
3708,OO,-7.0
3709,OO,-10.0
3710,OO,19.0
3711,OO,11.0
3712,OO,28.0
3713,OO,-8.0
3714,UA,-2.0
3715,UA,-3.0
3716,EV,-14.0
3717,HA,-6.0
3718,OO,-20.0
3719,OO,7.0
3720,OO,-21.0
3721,B6,-13.0
3722,EV,12.0
3723,NK,-14.0
3724,OO,74.0
3725,UA,160.0
3726,UA,-10.0
3727,NK,-14.0
3728,OO,2.0
3729,DL,-7.0
3730,EV,-13.0
3731,OO,-12.0
3732,OO,-10.0
3733,UA,0.0
3734,US,-5.0
3735,UA,-7.0
3736,UA,0.0
3737,UA,-2.0
3738,VX,-13.0
3739,WN,-3.0
3740,WN,4.0
3741,WN,-9.0
3742,WN,-5.0
3743,WN,-3.0
3744,WN,7.0
3745,WN,1.0
3746,WN,-8.0
3747,WN,-17.0
3748,WN,-5.0
3749,WN,4.0
3750,US,11.0
3751,US,-3.0
3752,AA,-6.0
3753,AA,-3.0
3754,AA,24.0
3755,AA,-7.0
3756,B6,4.0
3757,DL,-15.0
3758,DL,0.0
3759,AA,-10.0
3760,DL,-18.0
3761,DL,19.0
3762,DL,-17.0
3763,AA,5.0
3764,MQ,25.0
3765,MQ,33.0
3766,NK,-25.0
3767,OO,30.0
3768,OO,-18.0
3769,OO,0.0
3770,OO,-12.0
3771,B6,192.0
3772,EV,-5.0
3773,OO,22.0
3774,UA,-12.0
3775,B6,-16.0
3776,EV,-10.0
3777,EV,-1.0
3778,EV,174.0
3779,NK,-22.0
3780,EV,0.0
3781,DL,27.0
3782,HA,38.0
3783,OO,-4.0
3784,EV,-1.0
3785,B6,129.0
3786,DL,-4.0
3787,DL,-21.0
3788,DL,-17.0
3789,EV,22.0
3790,OO,-14.0
3791,OO,-14.0
3792,OO,5.0
3793,UA,-11.0
3794,US,-25.0
3795,VX,-35.0
3796,WN,-7.0
3797,WN,-14.0
3798,WN,-10.0
3799,WN,-17.0
3800,WN,-7.0
3801,WN,-2.0
3802,WN,-14.0
3803,WN,3.0
3804,WN,-7.0
3805,WN,-4.0
3806,WN,7.0
3807,WN,22.0
3808,WN,23.0
3809,WN,-7.0
3810,WN,8.0
3811,UA,-6.0
3812,US,0.0
3813,US,-6.0
3814,US,5.0
3815,AA,40.0
3816,AA,-5.0
3817,AA,4.0
3818,AA,-11.0
3819,AA,-28.0
3820,AA,4.0
3821,AS,-21.0
3822,DL,-2.0
3823,DL,-5.0
3824,DL,12.0
3825,DL,-20.0
3826,DL,4.0
3827,DL,-14.0
3828,DL,-22.0
3829,DL,-8.0
3830,DL,3.0
3831,DL,-18.0
3832,EV,36.0
3833,EV,69.0
3834,EV,-19.0
3835,EV,-14.0
3836,F9,8.0
3837,MQ,8.0
3838,MQ,2.0
3839,MQ,33.0
3840,NK,-1.0
3841,OO,127.0
3842,OO,-13.0
3843,OO,-4.0
3844,OO,30.0
3845,DL,-10.0
3846,EV,8.0
3847,EV,-18.0
3848,HA,-5.0
3849,DL,3.0
3850,EV,0.0
3851,HA,0.0
3852,OO,1.0
3853,EV,-15.0
3854,EV,-23.0
3855,OO,-7.0
3856,UA,-11.0
3857,UA,22.0
3858,UA,16.0
3859,B6,-7.0
3860,EV,-15.0
3861,UA,-19.0
3862,US,-5.0
3863,US,2.0
3864,UA,24.0
3865,VX,-7.0
3866,WN,-10.0
3867,WN,12.0
3868,WN,7.0
3869,WN,-15.0
3870,WN,4.0
3871,WN,-3.0
3872,WN,-6.0
3873,WN,41.0
3874,WN,14.0
3875,WN,-12.0
3876,WN,-11.0
3877,WN,7.0
3878,WN,-12.0
3879,WN,-10.0
3880,WN,-3.0
3881,UA,0.0
3882,UA,12.0
3883,US,24.0
3884,AA,174.0
3885,AA,-7.0
3886,AA,-31.0
3887,AA,-5.0
3888,AA,9.0
3889,AA,-6.0
3890,AA,19.0
3891,AA,-31.0
3892,AS,-9.0
3893,B6,-15.0
3894,B6,-14.0
3895,B6,-12.0
3896,DL,-29.0
3897,DL,-14.0
3898,DL,-14.0
3899,DL,0.0
3900,B6,-14.0
3901,DL,-13.0
3902,AA,102.0
3903,B6,-6.0
3904,EV,11.0
3905,EV,-19.0
3906,EV,-14.0
3907,MQ,-18.0
3908,MQ,0.0
3909,NK,-4.0
3910,OO,42.0
3911,OO,-15.0
3912,OO,-14.0
3913,OO,19.0
3914,OO,159.0
3915,OO,16.0
3916,OO,15.0
3917,UA,-16.0
3918,UA,-6.0
3919,UA,9.0
3920,EV,-5.0
3921,EV,-8.0
3922,EV,-2.0
3923,UA,-5.0
3924,EV,-3.0
3925,EV,-13.0
3926,HA,-4.0
3927,OO,-17.0
3928,UA,12.0
3929,B6,-6.0
3930,MQ,-11.0
3931,OO,-16.0
3932,UA,-29.0
3933,US,77.0
3934,US,2.0
3935,US,-8.0
3936,US,-17.0
3937,UA,-4.0
3938,UA,-11.0
3939,VX,-5.0
3940,WN,-1.0
3941,WN,1.0
3942,WN,-4.0
3943,WN,-16.0
3944,WN,-18.0
3945,WN,3.0
3946,WN,-10.0
3947,WN,-19.0
3948,WN,-3.0
3949,WN,-23.0
3950,WN,-5.0
3951,WN,-6.0
3952,WN,3.0
3953,WN,-14.0
3954,WN,-1.0
3955,WN,6.0
3956,WN,76.0
3957,WN,-6.0
3958,WN,-1.0
3959,WN,-14.0
3960,UA,-18.0
3961,UA,-17.0
3962,UA,-31.0
3963,UA,2.0
3964,US,0.0
3965,AA,-7.0
3966,AA,3.0
3967,AA,-21.0
3968,AA,8.0
3969,AA,10.0
3970,AA,6.0
3971,AA,-11.0
3972,AA,15.0
3973,AS,-14.0
3974,AS,-6.0
3975,AS,-11.0
3976,B6,-1.0
3977,DL,-20.0
3978,DL,-10.0
3979,DL,20.0
3980,DL,-19.0
3981,DL,-21.0
3982,DL,-12.0
3983,DL,-15.0
3984,DL,-15.0
3985,DL,241.0
3986,DL,-8.0
3987,DL,2.0
3988,DL,-18.0
3989,B6,-9.0
3990,DL,-5.0
3991,DL,0.0
3992,DL,-3.0
3993,DL,3.0
3994,DL,56.0
3995,DL,-22.0
3996,EV,-7.0
3997,EV,9.0
3998,EV,-20.0
3999,EV,-16.0
4000,MQ,10.0
4001,MQ,5.0
4002,MQ,-9.0
4003,MQ,54.0
4004,MQ,1.0
4005,OO,-4.0
4006,OO,-16.0
4007,OO,-9.0
4008,OO,-9.0
4009,OO,40.0
4010,OO,-2.0
4011,OO,15.0
4012,DL,-4.0
4013,DL,-4.0
4014,DL,-8.0
4015,EV,3.0
4016,OO,-20.0
4017,UA,-1.0
4018,DL,-9.0
4019,UA,28.0
4020,UA,7.0
4021,B6,-31.0
4022,EV,4.0
4023,EV,145.0
4024,OO,-12.0
4025,OO,-1.0
4026,US,1.0
4027,UA,1.0
4028,WN,-7.0
4029,WN,-11.0
4030,WN,35.0
4031,WN,5.0
4032,WN,-17.0
4033,WN,14.0
4034,WN,-11.0
4035,WN,0.0
