,AIRLINE,ARRIVAL_DELAY
5357,DL,-15.0
5358,DL,113.0
5359,DL,7.0
5360,DL,-9.0
5361,DL,-5.0
5362,DL,-6.0
5363,B6,-27.0
5364,EV,6.0
5365,EV,-12.0
5366,EV,5.0
5367,EV,1.0
5368,EV,-18.0
5369,EV,-9.0
5370,MQ,-18.0
5371,MQ,13.0
5372,MQ,10.0
5373,MQ,0.0
5374,NK,22.0
5375,OO,24.0
5376,OO,126.0
5377,OO,-18.0
5378,OO,-14.0
5379,OO,1.0
5380,UA,31.0
5381,UA,10.0
5382,UA,-12.0
5383,DL,3.0
5384,EV,-25.0
5385,UA,6.0
5386,UA,94.0
5387,DL,-21.0
5388,DL,-4.0
5389,OO,0.0
5390,HA,5.0
5391,OO,-12.0
5392,UA,9.0
5393,EV,-10.0
5394,EV,-11.0
5395,UA,-21.0
5396,US,-15.0
5397,WN,-9.0
5398,WN,-2.0
5399,WN,16.0
5400,WN,-5.0
5401,WN,18.0
5402,WN,-6.0
5403,WN,-5.0
5404,WN,131.0
5405,WN,1.0
5406,WN,13.0
5407,WN,17.0
5408,WN,5.0
5409,WN,24.0
5410,WN,6.0
5411,WN,47.0
5412,WN,-3.0
5413,WN,-9.0
5414,US,9.0
5415,AA,-16.0
5416,AA,118.0
5417,AA,-3.0
5418,AA,-7.0
5419,AA,22.0
5420,AA,-14.0
5421,AS,-10.0
5422,AS,-7.0
5423,AA,7.0
5424,B6,-2.0
5425,B6,-8.0
5426,DL,-20.0
5427,DL,-15.0
5428,DL,-1.0
5429,DL,3.0
5430,AA,28.0
5431,EV,-8.0
5432,EV,-14.0
5433,EV,-8.0
5434,EV,-11.0
5435,EV,-11.0
5436,F9,-19.0
5437,F9,16.0
5438,F9,-4.0
5439,HA,7.0
5440,MQ,-17.0
5441,MQ,-19.0
5442,MQ,-12.0
5443,NK,86.0
5444,NK,30.0
5445,OO,8.0
5446,OO,-8.0
5447,OO,23.0
5448,OO,-17.0
5449,OO,-18.0
5450,OO,9.0
5451,OO,-7.0
5452,UA,-9.0
5453,UA,2.0
5454,UA,2.0
5455,DL,-31.0
5456,OO,70.0
5457,OO,-20.0
5458,OO,-7.0
5459,NK,18.0
5460,OO,9.0
5461,OO,144.0
5462,EV,-2.0
5463,EV,-15.0
5464,UA,-17.0
5465,DL,-10.0
5466,EV,384.0
5467,NK,-17.0
5468,OO,21.0
5469,OO,-23.0
5470,OO,23.0
5471,UA,-17.0
5472,US,36.0
5473,WN,-21.0
5474,WN,-26.0
5475,WN,-6.0
5476,WN,-5.0
5477,WN,13.0
5478,WN,0.0
5479,WN,-6.0
5480,WN,29.0
5481,WN,-6.0
5482,WN,1.0
5483,WN,34.0
5484,WN,5.0
5485,WN,-11.0
5486,WN,-1.0
5487,WN,-7.0
5488,WN,-8.0
5489,WN,-22.0
5490,WN,2.0
5491,WN,-20.0
5492,WN,34.0
5493,WN,5.0
5494,WN,28.0
5495,US,-4.0
5496,US,-9.0
5497,AA,3.0
5498,B6,4.0
5499,DL,-18.0
5500,DL,-10.0
5501,DL,7.0
5502,DL,-32.0
5503,DL,-18.0
5504,DL,-12.0
5505,EV,-12.0
5506,EV,3.0
5507,MQ,28.0
5508,MQ,-16.0
5509,OO,-20.0
5510,OO,-23.0
5511,OO,-6.0
5512,OO,-15.0
5513,OO,-1.0
5514,OO,35.0
5515,UA,76.0
5516,UA,70.0
5517,B6,-14.0
5518,DL,-13.0
5519,HA,-1.0
5520,EV,-19.0
5521,OO,-12.0
5522,OO,-12.0
5523,OO,3.0
5524,DL,-10.0
5525,OO,117.0
5526,US,-12.0
5527,UA,-8.0
5528,WN,-4.0
5529,WN,-14.0
5530,WN,2.0
5531,WN,4.0
5532,WN,-3.0
5533,WN,4.0
5534,WN,-5.0
5535,WN,32.0
5536,WN,-3.0
5537,WN,-1.0
5538,WN,0.0
5539,WN,-2.0
5540,WN,15.0
5541,WN,-13.0
5542,WN,42.0
5543,WN,-4.0
5544,WN,-16.0
5545,WN,-7.0
5546,WN,3.0
5547,WN,-1.0
5548,US,16.0
5549,AA,34.0
5550,AA,-19.0
5551,AA,-7.0
5552,AA,3.0
5553,AA,-8.0
5554,AA,15.0
5555,AA,-23.0
5556,AA,-11.0
5557,B6,-17.0
5558,B6,-11.0
5559,B6,-4.0
5560,B6,0.0
5561,DL,-30.0
5562,AA,18.0
5563,DL,-19.0
5564,DL,-21.0
5565,DL,1.0
5566,DL,-12.0
5567,DL,-13.0
5568,DL,-5.0
5569,EV,2.0
5570,EV,-21.0
5571,F9,-21.0
5572,F9,-4.0
5573,F9,3.0
5574,MQ,42.0
5575,MQ,39.0
5576,MQ,-1.0
5577,MQ,34.0
5578,MQ,60.0
5579,MQ,0.0
5580,MQ,-6.0
5581,NK,88.0
5582,OO,-10.0
5583,OO,-17.0
5584,OO,-4.0
5585,OO,-6.0
5586,OO,3.0
5587,DL,-22.0
5588,EV,-8.0
5589,EV,49.0
5590,OO,64.0
5591,UA,42.0
5592,EV,268.0
5593,OO,10.0
5594,OO,-21.0
5595,US,-5.0
5596,UA,17.0
5597,DL,-8.0
5598,US,-19.0
5599,UA,-14.0
5600,UA,130.0
5601,WN,-8.0
5602,WN,-13.0
5603,WN,-9.0
5604,WN,18.0
5605,WN,-7.0
5606,WN,59.0
5607,WN,19.0
5608,WN,6.0
5609,WN,30.0
5610,WN,6.0
5611,WN,-10.0
5612,WN,-10.0
5613,WN,-2.0
5614,WN,-2.0
5615,WN,10.0
5616,WN,-6.0
5617,WN,22.0
5618,WN,22.0
5619,UA,-4.0
5620,UA,9.0
5621,UA,-2.0
5622,UA,-19.0
5623,US,-6.0
5624,AA,7.0
5625,AA,40.0
5626,AA,-1.0
5627,AA,-12.0
5628,AA,-5.0
5629,AA,-16.0
5630,AA,-7.0
5631,AA,-20.0
5632,AA,-3.0
5633,AA,25.0
5634,AA,-8.0
5635,AS,-44.0
5636,DL,-15.0
5637,DL,-12.0
5638,DL,-10.0
5639,AA,83.0
5640,DL,-6.0
5641,DL,-21.0
5642,DL,67.0
5643,EV,11.0
5644,EV,-2.0
5645,EV,-11.0
5646,EV,-23.0
5647,EV,1.0
5648,EV,28.0
5649,EV,-7.0
5650,EV,-11.0
5651,EV,-8.0
5652,EV,-11.0
5653,EV,1.0
5654,F9,60.0
5655,F9,11.0
5656,F9,13.0
5657,HA,8.0
5658,MQ,22.0
5659,MQ,-8.0
5660,MQ,-23.0
5661,EV,-12.0
5662,OO,-16.0
5663,OO,34.0
5664,UA,-15.0
5665,UA,2.0
5666,UA,-11.0
5667,EV,-19.0
5668,OO,-8.0
5669,UA,28.0
5670,B6,-1.0
5671,DL,-1.0
5672,HA,-5.0
5673,HA,5.0
5674,OO,-11.0
5675,OO,-10.0
5676,OO,13.0
5677,UA,-19.0
5678,DL,-10.0
5679,EV,-5.0
5680,EV,-12.0
5681,NK,14.0
5682,UA,2.0
5683,EV,-9.0
5684,EV,1.0
5685,OO,-13.0
5686,UA,13.0
5687,UA,-17.0
5688,US,-9.0
5689,US,0.0
5690,VX,-20.0
5691,WN,-18.0
5692,WN,-5.0
5693,WN,-16.0
5694,WN,-4.0
5695,WN,18.0
5696,WN,-7.0
5697,WN,-26.0
5698,WN,2.0
5699,WN,2.0
5700,WN,-3.0
5701,WN,-4.0
5702,WN,-13.0
5703,WN,-5.0
5704,WN,-5.0
5705,WN,-6.0
5706,WN,-12.0
5707,WN,5.0
5708,AA,11.0
5709,AA,-21.0
5710,AA,6.0
5711,AA,25.0
5712,AA,-8.0
5713,AA,23.0
5714,AS,-6.0
5715,B6,-8.0
5716,B6,6.0
5717,B6,12.0
5718,DL,-20.0
5719,DL,-17.0
5720,DL,-4.0
5721,EV,-11.0
5722,EV,-8.0
5723,MQ,-14.0
5724,MQ,4.0
5725,MQ,-18.0
5726,OO,-15.0
5727,OO,-3.0
5728,MQ,-18.0
5729,OO,17.0
5730,OO,-14.0
5731,OO,-54.0
5732,UA,6.0
5733,UA,-3.0
5734,DL,512.0
5735,OO,-21.0
5736,B6,-12.0
5737,EV,4.0
5738,EV,-4.0
5739,EV,-14.0
5740,OO,18.0
5741,OO,18.0
5742,OO,5.0
5743,OO,17.0
5744,EV,-5.0
5745,EV,1.0
5746,EV,-18.0
5747,OO,9.0
5748,OO,90.0
5749,US,-7.0
5750,UA,-12.0
5751,UA,-15.0
5752,UA,22.0
5753,UA,-19.0
5754,B6,-5.0
5755,DL,-18.0
5756,EV,-13.0
5757,EV,16.0
5758,UA,-5.0
5759,UA,14.0
5760,US,-17.0
5761,US,2.0
5762,US,-7.0
5763,US,-29.0
5764,UA,-10.0
5765,VX,18.0
5766,VX,1.0
5767,WN,-15.0
5768,WN,-1.0
5769,WN,5.0
5770,WN,-1.0
5771,WN,-17.0
5772,WN,-6.0
5773,WN,-8.0
5774,WN,6.0
5775,WN,-7.0
5776,WN,8.0
5777,WN,1.0
5778,WN,64.0
5779,WN,22.0
5780,WN,-2.0
5781,WN,12.0
5782,WN,-1.0
5783,WN,-3.0
5784,WN,-1.0
5785,UA,3.0
5786,UA,-1.0
5787,UA,-9.0
5788,UA,-4.0
5789,UA,-15.0
5790,US,-13.0
5791,US,21.0
5792,AA,3.0
5793,AA,-11.0
5794,AA,-2.0
5795,AA,-5.0
5796,AA,226.0
5797,AA,-18.0
5798,AA,2.0
5799,AA,-10.0
5800,AA,5.0
5801,AA,25.0
5802,AA,-9.0
5803,AS,-4.0
5804,AS,-11.0
5805,AS,96.0
5806,AS,-8.0
5807,B6,-5.0
5808,DL,-9.0
5809,DL,-17.0
5810,DL,-10.0
5811,DL,-6.0
5812,DL,-20.0
5813,DL,-10.0
5814,DL,18.0
5815,B6,118.0
5816,DL,-10.0
5817,DL,-7.0
5818,EV,-3.0
5819,EV,-17.0
5820,EV,-1.0
5821,EV,-37.0
5822,EV,-20.0
5823,EV,-9.0
5824,EV,-3.0
5825,EV,-10.0
5826,EV,-14.0
5827,MQ,22.0
5828,MQ,0.0
5829,MQ,29.0
5830,MQ,-4.0
5831,OO,-9.0
5832,OO,16.0
5833,OO,-18.0
5834,OO,-7.0
5835,OO,126.0
5836,OO,-5.0
5837,OO,17.0
5838,OO,30.0
5839,OO,46.0
5840,MQ,7.0
5841,UA,7.0
5842,UA,21.0
5843,UA,1.0
5844,UA,-23.0
5845,EV,23.0
5846,OO,-4.0
5847,UA,13.0
5848,EV,45.0
5849,US,-9.0
5850,UA,-11.0
5851,UA,-1.0
5852,DL,-8.0
5853,EV,-9.0
5854,OO,21.0
5855,OO,4.0
5856,US,13.0
5857,US,-14.0
5858,US,19.0
5859,US,-11.0
5860,US,-10.0
5861,US,35.0
5862,WN,-1.0
5863,WN,1.0
5864,WN,-6.0
5865,WN,31.0
5866,WN,77.0
5867,WN,2.0
5868,WN,-9.0
5869,WN,-7.0
5870,WN,-1.0
5871,WN,1.0
5872,UA,-23.0
5873,UA,-14.0
5874,AA,300.0
5875,AA,7.0
5876,AA,8.0
5877,AA,38.0
5878,AA,60.0
5879,AA,72.0
5880,AA,8.0
5881,AA,-21.0
5882,AA,-8.0
5883,AA,4.0
5884,AA,1.0
5885,AS,-14.0
5886,AS,-11.0
5887,B6,16.0
5888,B6,9.0
5889,DL,-14.0
5890,DL,-13.0
5891,DL,-2.0
5892,DL,-7.0
5893,DL,-2.0
5894,DL,-15.0
5895,DL,-7.0
5896,EV,-16.0
5897,F9,51.0
5898,HA,-1.0
5899,HA,23.0
5900,MQ,35.0
5901,MQ,-18.0
5902,MQ,-19.0
5903,MQ,-30.0
5904,MQ,-21.0
5905,MQ,2.0
5906,NK,-13.0
5907,OO,8.0
5908,OO,-17.0
5909,OO,66.0
5910,OO,-3.0
5911,OO,-2.0
5912,OO,-29.0
5913,UA,-9.0
5914,OO,20.0
5915,B6,-9.0
5916,DL,-23.0
5917,OO,-4.0
5918,UA,37.0
5919,DL,-15.0
5920,OO,-2.0
5921,UA,19.0
5922,AA,-20.0
5923,B6,-9.0
5924,EV,-11.0
5925,HA,-3.0
5926,OO,-9.0
5927,UA,-14.0
5928,US,-18.0
5929,US,-25.0
5930,US,23.0
5931,US,-8.0
5932,US,4.0
5933,UA,7.0
5934,WN,1.0
5935,WN,-4.0
5936,WN,-21.0
5937,WN,14.0
5938,WN,-5.0
5939,WN,13.0
5940,WN,-13.0
5941,WN,-5.0
5942,WN,-8.0
5943,UA,-3.0
5944,US,-17.0
5945,AA,61.0
5946,AA,-13.0
5947,AS,-9.0
5948,B6,-19.0
5949,B6,15.0
5950,DL,-11.0
5951,DL,-19.0
5952,DL,1.0
5953,DL,-14.0
5954,DL,-22.0
5955,EV,-13.0
5956,EV,-22.0
5957,EV,-15.0
5958,EV,2.0
5959,F9,-11.0
5960,F9,-21.0
5961,MQ,10.0
5962,MQ,-4.0
5963,MQ,39.0
5964,MQ,20.0
5965,MQ,-4.0
5966,MQ,14.0
5967,MQ,24.0
5968,OO,-5.0
5969,OO,-12.0
5970,OO,8.0
5971,OO,-23.0
5972,HA,4.0
5973,OO,5.0
5974,OO,117.0
5975,OO,-28.0
5976,UA,-7.0
5977,EV,-8.0
5978,MQ,-2.0
5979,OO,1.0
5980,OO,10.0
5981,UA,-7.0
5982,EV,12.0
5983,EV,0.0
5984,NK,-12.0
5985,UA,-25.0
5986,EV,223.0
5987,EV,-18.0
5988,NK,-3.0
5989,OO,310.0
5990,OO,-9.0
5991,US,-17.0
5992,UA,14.0
5993,B6,15.0
5994,DL,-6.0
5995,DL,-21.0
5996,DL,0.0
5997,EV,10.0
5998,OO,5.0
5999,OO,-10.0
6000,UA,-19.0
6001,US,-7.0
6002,US,-11.0
6003,US,-9.0
6004,US,-12.0
6005,US,3.0
6006,US,11.0
6007,US,-22.0
6008,WN,-5.0
6009,WN,0.0
6010,WN,-5.0
6011,WN,-10.0
6012,WN,-14.0
6013,WN,-3.0
6014,WN,12.0
6015,WN,-1.0
6016,WN,-7.0
6017,WN,-6.0
6018,WN,-7.0
6019,WN,28.0
6020,WN,-15.0
6021,WN,8.0
6022,WN,0.0
6023,UA,-21.0
6024,UA,-1.0
6025,UA,-21.0
6026,US,-19.0
6027,AA,7.0
6028,AA,9.0
6029,AA,89.0
6030,AA,-12.0
6031,AA,0.0
6032,AA,13.0
6033,AA,-1.0
6034,AA,7.0
6035,AA,24.0
6036,AA,1201.0
6037,AS,-21.0
6038,AS,57.0
6039,B6,5.0
6040,B6,-14.0
6041,DL,-14.0
6042,DL,-27.0
6043,DL,-5.0
6044,DL,-20.0
6045,DL,-4.0
6046,DL,-17.0
6047,DL,2.0
6048,DL,-16.0
6049,DL,-5.0
6050,DL,-9.0
6051,DL,-24.0
6052,EV,-24.0
6053,EV,50.0
6054,EV,-18.0
6055,EV,-29.0
6056,EV,-17.0
6057,EV,-16.0
6058,EV,-10.0
6059,EV,7.0
6060,EV,-13.0
6061,F9,31.0
6062,MQ,25.0
6063,MQ,-5.0
6064,MQ,-36.0
6065,MQ,27.0
6066,MQ,-31.0
6067,MQ,18.0
6068,OO,-3.0
6069,OO,14.0
6070,OO,-20.0
6071,OO,-7.0
6072,OO,5.0
6073,OO,24.0
6074,OO,-6.0
6075,OO,-1.0
6076,OO,-20.0
6077,OO,17.0
6078,OO,-16.0
6079,UA,-3.0
6080,UA,-17.0
6081,EV,-9.0
6082,EV,-8.0
6083,EV,49.0
6084,OO,10.0
6085,UA,-30.0
6086,B6,-10.0
6087,OO,36.0
6088,UA,-1.0
6089,EV,-2.0
6090,EV,11.0
6091,EV,-9.0
6092,EV,137.0
6093,EV,-15.0
6094,OO,73.0
6095,OO,133.0
6096,US,-17.0
6097,B6,-8.0
6098,DL,-12.0
6099,DL,-22.0
6100,EV,-1.0
6101,OO,22.0
6102,UA,-10.0
6103,US,-11.0
6104,US,-10.0
6105,US,-6.0
6106,VX,-10.0
6107,WN,-15.0
6108,WN,-2.0
6109,WN,46.0
6110,WN,-4.0
6111,WN,-6.0
6112,WN,7.0
6113,WN,16.0
6114,WN,-15.0
6115,WN,-3.0
6116,WN,-18.0
6117,WN,-31.0
6118,WN,-17.0
6119,WN,-5.0
6120,WN,-7.0
6121,WN,5.0
6122,WN,71.0
6123,WN,6.0
6124,WN,3.0
6125,WN,-8.0
6126,WN,17.0
6127,WN,34.0
6128,UA,-7.0
6129,US,-20.0
6130,US,1.0
6131,AA,35.0
6132,AA,26.0
6133,AA,-11.0
6134,AA,12.0
6135,AS,4.0
6136,AS,-37.0
6137,AA,7.0
6138,B6,28.0
6139,B6,13.0
6140,DL,-25.0
6141,DL,-8.0
6142,DL,-4.0
6143,DL,4.0
6144,DL,18.0
6145,DL,0.0
6146,DL,8.0
6147,EV,0.0
6148,EV,-10.0
6149,EV,16.0
6150,EV,-29.0
6151,EV,-22.0
6152,EV,3.0
6153,F9,38.0
6154,F9,-20.0
6155,HA,3.0
6156,HA,0.0
6157,MQ,8.0
6158,MQ,4.0
6159,MQ,7.0
6160,OO,-8.0
6161,OO,-14.0
6162,OO,8.0
6163,EV,-7.0
6164,EV,105.0
6165,DL,-11.0
6166,UA,51.0
6167,UA,-17.0
6168,DL,1.0
6169,B6,-26.0
6170,EV,-8.0
6171,OO,18.0
6172,OO,36.0
6173,UA,4.0
6174,EV,26.0
6175,HA,5.0
6176,US,-19.0
6177,US,-4.0
6178,US,-17.0
6179,UA,2.0
6180,UA,-10.0
6181,UA,34.0
6182,VX,-10.0
6183,VX,-13.0
6184,VX,-7.0
6185,WN,2.0
6186,WN,4.0
6187,WN,7.0
6188,WN,0.0
6189,WN,-21.0
6190,WN,3.0
6191,WN,-5.0
6192,WN,-16.0
6193,WN,-7.0
6194,WN,21.0
6195,WN,-15.0
6196,WN,-4.0
6197,WN,-15.0
6198,WN,0.0
6199,WN,-6.0
6200,WN,-7.0
6201,WN,-20.0
6202,WN,13.0
6203,WN,4.0
6204,US,18.0
6205,US,-13.0
6206,AA,-1.0
6207,AA,-15.0
6208,AA,-11.0
6209,AA,-22.0
6210,AA,3.0
6211,AA,15.0
6212,AS,-6.0
6213,AS,59.0
6214,AS,-14.0
6215,AS,-21.0
6216,DL,-4.0
6217,DL,51.0
6218,DL,-6.0
6219,DL,-14.0
6220,EV,-17.0
6221,MQ,26.0
6222,MQ,-19.0
6223,MQ,11.0
6224,MQ,-15.0
6225,OO,0.0
6226,OO,-2.0
6227,MQ,-20.0
6228,UA,25.0
6229,DL,-4.0
6230,DL,-10.0
6231,EV,-3.0
6232,EV,8.0
6233,EV,-3.0
6234,NK,13.0
6235,OO,32.0
6236,OO,7.0
6237,B6,-4.0
6238,OO,54.0
6239,US,10.0
6240,EV,-12.0
6241,MQ,5.0
6242,OO,31.0
6243,OO,116.0
6244,OO,18.0
6245,UA,40.0
6246,US,-4.0
6247,AA,3.0
6248,AS,-18.0
6249,B6,-18.0
6250,B6,-7.0
6251,B6,-15.0
6252,US,26.0
6253,US,-10.0
6254,US,-3.0
6255,US,-14.0
6256,US,-14.0
6257,US,-17.0
6258,US,15.0
6259,UA,-19.0
6260,VX,-12.0
6261,WN,-11.0
6262,WN,-9.0
6263,WN,8.0
6264,WN,6.0
6265,WN,-8.0
6266,WN,-11.0
6267,WN,-7.0
6268,WN,-11.0
6269,WN,-7.0
6270,WN,-5.0
6271,WN,10.0
6272,WN,-2.0
6273,WN,0.0
6274,UA,-24.0
6275,US,2.0
6276,US,-25.0
6277,AA,-8.0
6278,AA,-8.0
6279,AA,38.0
6280,AA,-23.0
6281,AA,-14.0
6282,AS,-7.0
6283,AS,-9.0
6284,AS,-2.0
6285,B6,2.0
6286,B6,19.0
6287,B6,-12.0
6288,DL,-20.0
6289,DL,-26.0
6290,DL,-13.0
6291,DL,-8.0
6292,DL,-11.0
6293,EV,-29.0
6294,EV,-7.0
6295,MQ,10.0
6296,NK,8.0
6297,OO,18.0
6298,OO,9.0
6299,OO,13.0
6300,OO,-13.0
6301,OO,11.0
6302,OO,4.0
6303,OO,-11.0
6304,UA,27.0
6305,DL,10.0
6306,EV,1.0
6307,EV,-21.0
6308,NK,-6.0
6309,UA,71.0
6310,AS,-4.0
6311,EV,-5.0
6312,F9,8.0
6313,HA,15.0
6314,NK,4.0
6315,OO,86.0
6316,OO,18.0
6317,UA,-18.0
6318,OO,6.0
6319,OO,23.0
6320,UA,-15.0
6321,B6,-5.0
6322,B6,7.0
6323,DL,-7.0
6324,DL,2.0
6325,EV,5.0
6326,EV,19.0
6327,OO,75.0
6328,US,-9.0
6329,US,-8.0
6330,US,-5.0
6331,WN,11.0
6332,WN,125.0
6333,WN,29.0
6334,WN,-17.0
6335,WN,-13.0
6336,WN,-5.0
6337,WN,5.0
6338,WN,26.0
6339,WN,-3.0
6340,WN,10.0
6341,WN,-8.0
6342,WN,-6.0
6343,WN,6.0
6344,WN,16.0
6345,WN,5.0
6346,WN,-1.0
6347,WN,-6.0
6348,US,48.0
6349,AA,6.0
6350,AA,-7.0
6351,AA,-13.0
6352,AA,-4.0
6353,AA,-8.0
6354,AA,18.0
6355,AA,-23.0
6356,AA,-6.0
6357,AA,-15.0
6358,AA,14.0
6359,AS,-12.0
6360,AS,-21.0
6361,DL,4.0
6362,DL,-34.0
6363,EV,1.0
6364,EV,1.0
6365,MQ,-25.0
6366,MQ,23.0
6367,MQ,28.0
6368,MQ,-15.0
6369,MQ,-26.0
6370,MQ,15.0
6371,MQ,-15.0
6372,MQ,63.0
6373,OO,43.0
6374,OO,-9.0
6375,OO,-1.0
6376,OO,10.0
6377,OO,32.0
6378,UA,-28.0
6379,OO,-3.0
6380,UA,27.0
6381,DL,-2.0
6382,UA,2.0
6383,EV,-15.0
6384,EV,-19.0
6385,OO,33.0
6386,OO,59.0
6387,UA,-8.0
6388,EV,-11.0
6389,EV,-17.0
6390,EV,-19.0
6391,EV,-2.0
6392,OO,20.0
6393,UA,-3.0
6394,US,-14.0
6395,US,22.0
6396,US,-9.0
6397,UA,-26.0
6398,VX,-27.0
6399,VX,-7.0
6400,WN,5.0
6401,WN,1.0
6402,WN,-2.0
6403,WN,12.0
6404,WN,16.0
6405,WN,0.0
6406,WN,-6.0
6407,WN,0.0
6408,WN,40.0
6409,WN,11.0
6410,WN,24.0
6411,WN,36.0
6412,WN,-8.0
6413,WN,-12.0
6414,WN,-7.0
6415,WN,-21.0
6416,WN,16.0
6417,UA,-35.0
6418,UA,0.0
6419,US,13.0
6420,US,10.0
6421,AA,-2.0
6422,AA,6.0
6423,AA,47.0
6424,AA,6.0
6425,AA,21.0
6426,AS,-10.0
6427,B6,-17.0
6428,B6,1.0
6429,DL,-17.0
6430,AA,5.0
6431,AA,2.0
6432,DL,-21.0
6433,DL,-7.0
6434,AA,7.0
6435,EV,1.0
6436,EV,-9.0
6437,EV,3.0
6438,HA,30.0
6439,MQ,-12.0
6440,MQ,-9.0
6441,NK,21.0
6442,OO,1.0
6443,OO,-3.0
6444,OO,10.0
6445,DL,-8.0
6446,DL,-4.0
6447,NK,-8.0
6448,NK,21.0
6449,HA,-6.0
6450,B6,18.0
6451,DL,-10.0
6452,DL,-19.0
6453,EV,-8.0
6454,EV,-1.0
6455,EV,-2.0
6456,NK,-19.0
6457,NK,-8.0
6458,UA,-22.0
6459,B6,-22.0
6460,DL,-7.0
6461,DL,-7.0
6462,EV,3.0
6463,OO,23.0
6464,UA,-7.0
6465,UA,12.0
6466,DL,-3.0
6467,DL,1.0
6468,US,-30.0
6469,US,-7.0
6470,US,-9.0
6471,US,-13.0
6472,US,10.0
6473,US,-2.0
6474,VX,8.0
6475,WN,-6.0
6476,WN,-10.0
6477,WN,0.0
6478,WN,-19.0
6479,WN,18.0
6480,WN,8.0
6481,WN,8.0
6482,WN,38.0
6483,WN,40.0
6484,WN,-6.0
6485,WN,2.0
6486,WN,-7.0
6487,WN,-13.0
6488,WN,18.0
6489,WN,7.0
6490,WN,47.0
6491,WN,22.0
6492,WN,22.0
6493,WN,5.0
6494,WN,23.0
6495,WN,-7.0
6496,WN,5.0
6497,WN,-9.0
6498,WN,0.0
6499,WN,-2.0
6500,WN,-1.0
6501,UA,14.0
6502,AA,6.0
6503,AA,150.0
6504,AA,16.0
6505,AA,-6.0
6506,AS,1.0
6507,AS,-2.0
6508,B6,-8.0
6509,DL,-29.0
6510,DL,-15.0
6511,DL,6.0
6512,DL,-10.0
6513,DL,-14.0
6514,DL,-6.0
6515,DL,-18.0
6516,DL,14.0
6517,DL,-5.0
6518,DL,71.0
6519,DL,19.0
6520,DL,-17.0
6521,EV,-3.0
6522,EV,-2.0
6523,F9,16.0
6524,F9,-8.0
6525,MQ,50.0
6526,MQ,-22.0
6527,MQ,2.0
6528,MQ,35.0
6529,MQ,-8.0
6530,OO,-15.0
6531,OO,6.0
6532,OO,11.0
6533,OO,-11.0
6534,OO,7.0
6535,OO,-18.0
6536,OO,-11.0
6537,UA,-17.0
6538,DL,-7.0
6539,EV,-34.0
6540,OO,4.0
6541,OO,-5.0
6542,UA,0.0
6543,UA,17.0
6544,UA,-9.0
6545,EV,5.0
6546,UA,-5.0
6547,OO,-6.0
6548,OO,-5.0
6549,UA,3.0
6550,UA,20.0
6551,DL,-18.0
6552,EV,-25.0
6553,HA,-7.0
6554,OO,-4.0
6555,US,15.0
6556,US,5.0
6557,US,-5.0
6558,US,70.0
6559,US,-12.0
6560,UA,72.0
6561,WN,34.0
6562,WN,17.0
6563,WN,-10.0
6564,WN,16.0
6565,WN,65.0
6566,WN,4.0
6567,WN,41.0
6568,WN,2.0
6569,WN,15.0
6570,WN,25.0
6571,WN,8.0
6572,WN,-10.0
6573,WN,-5.0
6574,WN,19.0
6575,WN,16.0
6576,WN,2.0
6577,WN,12.0
6578,WN,44.0
6579,WN,24.0
6580,UA,-1.0
6581,UA,5.0
6582,UA,-10.0
6583,US,1.0
6584,AA,-14.0
6585,AA,-8.0
6586,AA,-5.0
6587,AA,-19.0
6588,AA,1.0
6589,AA,31.0
6590,AA,3.0
6591,AA,-10.0
6592,AS,-4.0
6593,AS,-7.0
6594,B6,-5.0
6595,B6,56.0
6596,DL,-28.0
6597,DL,-4.0
6598,DL,28.0
6599,DL,-6.0
6600,DL,33.0
6601,DL,11.0
6602,DL,-9.0
6603,EV,9.0
6604,EV,3.0
6605,EV,-7.0
6606,EV,-17.0
6607,HA,-17.0
6608,MQ,4.0
6609,MQ,-35.0
6610,MQ,79.0
6611,MQ,70.0
6612,MQ,53.0
6613,OO,-15.0
6614,OO,1.0
6615,OO,13.0
6616,OO,-13.0
6617,OO,-13.0
6618,UA,-22.0
6619,UA,-7.0
6620,DL,-8.0
6621,DL,-9.0
6622,DL,-18.0
6623,DL,-20.0
6624,DL,2.0
6625,B6,6.0
6626,HA,43.0
6627,OO,14.0
6628,OO,1.0
6629,UA,171.0
6630,AA,69.0
6631,EV,-11.0
6632,EV,-28.0
6633,UA,14.0
6634,EV,20.0
6635,OO,-4.0
6636,UA,1.0
6637,US,282.0
6638,US,5.0
6639,US,7.0
6640,US,41.0
6641,US,7.0
6642,UA,-10.0
6643,WN,22.0
6644,WN,-17.0
6645,WN,10.0
6646,WN,24.0
6647,WN,-4.0
6648,WN,26.0
6649,WN,25.0
6650,WN,-1.0
6651,WN,5.0
6652,WN,17.0
6653,WN,0.0
6654,WN,5.0
6655,WN,-5.0
6656,WN,-2.0
6657,WN,-27.0
6658,UA,-9.0
6659,US,-7.0
6660,AA,47.0
6661,AA,-24.0
6662,AA,-26.0
6663,AA,-6.0
6664,AA,56.0
6665,AA,-33.0
6666,AA,-10.0
6667,AA,8.0
6668,AA,10.0
6669,AS,-3.0
6670,AS,-12.0
6671,B6,-24.0
6672,DL,-3.0
6673,DL,-20.0
6674,DL,-7.0
6675,DL,2.0
6676,DL,-13.0
6677,DL,-1.0
6678,AA,-6.0
6679,DL,-9.0
