ids,ORIGIN_AIRPORT,AIRLINE,FLIGHT_COUNT,AVERAGE_DEPARTURE_DELAY,parents_origin
1159,SJC,HA,660,4.024242424242424,Airports
1160,SJC,OO,5500,5.143454545454546,Airports
1161,SJC,UA,1037,3.6509161041465767,Airports
1162,SJC,US,784,0.41964285714285715,Airports
1163,SJC,WN,20973,10.21751776093072,Airports
1164,SJT,EV,145,12.958620689655172,Airports
1165,SJT,MQ,1405,6.81779359430605,Airports
1166,SJU,AA,4656,9.623496563573884,Airports
1167,SJU,B6,10235,12.152906692721055,Airports
1168,SJU,DL,3000,4.934333333333333,Airports
1169,SJU,NK,544,13.553308823529411,Airports
1170,SJU,UA,1847,17.634001082837035,Airports
1171,SJU,US,1029,8.517978620019436,Airports
1172,SJU,WN,3088,4.414183937823834,Airports
1173,SLC,AA,2952,8.009823848238483,Airports
1174,SLC,AS,2075,0.061204819277108434,Airports
1175,SLC,B6,1370,12.235036496350364,Airports
1176,SLC,DL,33202,4.845762303475694,Airports
1177,SLC,EV,54,18.314814814814813,Airports
1178,SLC,F9,1276,10.419278996865204,Airports
1179,SLC,MQ,63,14.174603174603174,Airports
1180,SLC,OO,44095,3.1665041387912463,Airports
1181,SLC,UA,1406,12.180654338549076,Airports
1182,SLC,US,1239,2.1872477804681196,Airports
1183,SLC,WN,8773,9.347543599680838,Airports
1184,SMF,AA,2155,10.46171693735499,Airports
1185,SMF,AS,2099,-1.8932825154835635,Airports
1186,SMF,B6,982,8.439918533604889,Airports
1187,SMF,DL,1838,7.482045701849837,Airports
1188,SMF,HA,334,3.8682634730538923,Airports
1189,SMF,OO,5945,8.540117746005047,Airports
1190,SMF,UA,2205,8.174149659863945,Airports
1191,SMF,US,986,4.71501014198783,Airports
1192,SMF,WN,20244,8.899130606599487,Airports
1193,SMX,OO,652,8.843558282208589,Airports
1194,SNA,AA,4862,4.504113533525298,Airports
1195,SNA,AS,3264,-2.6862745098039214,Airports
1196,SNA,DL,2533,2.8476115278326097,Airports
1197,SNA,F9,764,3.7958115183246073,Airports
1198,SNA,OO,2516,7.913751987281399,Airports
1199,SNA,UA,4976,10.878215434083602,Airports
1200,SNA,US,765,0.8797385620915033,Airports
1201,SNA,WN,17028,8.284590086915669,Airports
1202,SPI,EV,329,2.878419452887538,Airports
1203,SPI,MQ,234,8.846153846153847,Airports
1204,SPI,OO,954,12.053459119496855,Airports
1205,SPS,EV,248,10.116935483870968,Airports
1206,SPS,MQ,922,6.883947939262473,Airports
1207,SRQ,B6,824,18.66868932038835,Airports
1208,SRQ,DL,2090,5.933971291866029,Airports
1209,SRQ,UA,404,11.086633663366337,Airports
1210,STC,OO,77,18.38961038961039,Airports
1211,STL,AA,5836,5.8415010281014395,Airports
1212,STL,AS,398,4.505025125628141,Airports
1213,STL,DL,4626,4.138780804150454,Airports
1214,STL,EV,3023,9.15547469401257,Airports
1215,STL,F9,867,10.622837370242214,Airports
1216,STL,MQ,1210,15.681818181818182,Airports
1217,STL,OO,1491,10.128101945003353,Airports
1218,STL,UA,296,28.76689189189189,Airports
1219,STL,US,1077,7.737233054781801,Airports
1220,STL,WN,27357,10.868918375552875,Airports
1221,STT,AA,1361,14.23806024981631,Airports
1222,STT,B6,842,6.977434679334917,Airports
1223,STT,DL,927,6.713052858683927,Airports
1224,STT,NK,305,13.809836065573771,Airports
1225,STT,UA,446,18.121076233183857,Airports
1226,STT,US,290,8.462068965517242,Airports
1227,STX,AA,543,7.241252302025782,Airports
1228,STX,B6,332,7.466867469879518,Airports
1229,STX,DL,36,9.88888888888889,Airports
1230,STX,US,21,18.952380952380953,Airports
1231,SUN,OO,867,4.306805074971165,Airports
1232,SUX,MQ,589,9.6383701188455,Airports
1233,SWF,B6,659,9.811836115326251,Airports
1234,SWF,EV,19,21.94736842105263,Airports
1235,SYR,AA,271,0.44280442804428044,Airports
1236,SYR,B6,1310,6.391603053435115,Airports
1237,SYR,DL,1140,5.021052631578947,Airports
1238,SYR,EV,1229,6.315703824247356,Airports
1239,SYR,MQ,1063,9.96519285042333,Airports
1240,SYR,OO,118,12.483050847457626,Airports
1241,SYR,US,316,-0.6107594936708861,Airports
1242,TLH,DL,1235,3.7481781376518217,Airports
1243,TLH,EV,1200,12.328333333333333,Airports
1244,TLH,MQ,706,4.8229461756373935,Airports
1245,TOL,MQ,897,3.8885172798216274,Airports
1246,TPA,AA,8100,7.146913580246913,Airports
1247,TPA,AS,333,7.126126126126126,Airports
1248,TPA,B6,5398,15.765468692108188,Airports
1249,TPA,DL,10318,8.349583252568328,Airports
1250,TPA,F9,1522,18.920499342969777,Airports
1251,TPA,NK,2570,16.125291828793774,Airports
1252,TPA,UA,5759,10.186143427678417,Airports
1253,TPA,US,3499,3.8342383538153757,Airports
1254,TPA,WN,25578,10.320900774102745,Airports
1255,TRI,DL,476,2.6911764705882355,Airports
1256,TRI,EV,1430,6.876923076923077,Airports
1257,TTN,F9,2771,14.199927823890292,Airports
1258,TUL,AA,2273,5.851297844258689,Airports
1259,TUL,DL,1036,4.424710424710424,Airports
1260,TUL,EV,3326,5.309681298857487,Airports
1261,TUL,MQ,1375,12.754909090909091,Airports
1262,TUL,OO,1483,8.372218476062036,Airports
1263,TUL,UA,150,10.4,Airports
1264,TUL,VX,1,113.0,Airports
1265,TUL,WN,4057,9.003697313285679,Airports
1266,TUS,AA,2717,4.842841369157159,Airports
1267,TUS,AS,346,-4.88728323699422,Airports
1268,TUS,DL,791,3.1289506953223767,Airports
1269,TUS,EV,522,6.432950191570881,Airports
1270,TUS,OO,6321,5.863312766967252,Airports
1271,TUS,UA,53,15.924528301886792,Airports
1272,TUS,US,3,23.0,Airports
1273,TUS,WN,4169,7.357639721755817,Airports
1274,TVC,DL,425,1.1552941176470588,Airports
1275,TVC,EV,856,7.158878504672897,Airports
1276,TVC,MQ,1040,4.95,Airports
1277,TVC,OO,339,5.008849557522124,Airports
1278,TWF,OO,805,-0.8757763975155279,Airports
1279,TXK,EV,447,3.588366890380313,Airports
1280,TXK,MQ,471,5.86624203821656,Airports
1281,TYR,EV,1639,4.957291031116535,Airports
1282,TYR,MQ,560,12.842857142857143,Airports
1283,TYS,DL,928,4.2844827586206895,Airports
1284,TYS,EV,4811,10.711702348784037,Airports
1285,TYS,F9,103,9.699029126213592,Airports
1286,TYS,MQ,839,15.418355184743742,Airports
1287,TYS,OO,73,25.78082191780822,Airports
1288,UST,F9,144,16.368055555555557,Airports
1289,VEL,OO,200,-3.74,Airports
1290,VLD,EV,925,7.317837837837838,Airports
1291,VPS,DL,1753,6.779235596120936,Airports
1292,VPS,EV,2454,10.78158109209454,Airports
1293,VPS,MQ,473,13.471458773784356,Airports
1294,VPS,OO,64,13.78125,Airports
1295,WRG,AS,649,2.953775038520801,Airports
1296,WYS,OO,208,1.375,Airports
1297,XNA,AA,18,-7.055555555555555,Airports
1298,XNA,DL,533,3.4221388367729833,Airports
1299,XNA,EV,2919,9.768413840356287,Airports
1300,XNA,MQ,4241,15.33199717047866,Airports
1301,XNA,OO,1252,8.488019169329073,Airports
1302,YAK,AS,650,-6.507692307692308,Airports
1303,YUM,OO,1854,1.232470334412082,Airports
1303,YUM,OO,1854,1.232470334412082,Airports

